1261065600,10.59
1261324800,10.72
1261411200,10.3
1261497600,8
1261584000,10.53
1261670400,10.47
1261929600,9.68
1262016000,10.45
1262102400,10.75
1262188800,10.81
1262534400,10.6
1262620800,10.36
1262707200,10.36
1262793600,10.28
1262880000,10.35
1263139200,10.18
1263225600,10.29
1263312000,10.04
1263398400,10.03
1263484800,10.14
1263571200,10.59
1263830400,10.72
1263916800,10.3
1264003200,10.33
1264089600,42.65
1264176000,10.47
1264435200,10.53
1264521600,10.45
1264608000,10.75
1264694400,10.81
1265040000,10.6
1265126400,10.36
1265212800,10.36
1265299200,10.28
1265385600,10.35
1265644800,10.18
1265731200,10.29
1265817600,10.04
1265904000,10.03
1265990400,10.14
1266076800,10.59
1266336000,10.72
1266422400,10.3
1266508800,10.33
1266595200,7.68
1266681600,10.47
1266940800,10.53
1267027200,10.45
1267113600,10.75
1267200000,10.81
1267545600,10.6
1267632000,10.36
1267718400,10.36
1267804800,10.28
1267891200,10.35
1268150400,10.18
1268236800,10.29
1268323200,10.04
1268409600,10.03
1268496000,10.14
1268582400,10.59
1268841600,10.72
1268928000,10.3
1269014400,10.33
1269100800,10.53
1269187200,10.47
1269446400,9.84
1269532800,10.45
1269619200,10.75
1269705600,10.81
1270051200,10.6
1270137600,10.36
1270224000,10.36
1270310400,10.28
1270396800,10.35
1270656000,8.92
1270742400,10.29
1270828800,10.04
1270915200,10.03
1271001600,10.14
1271088000,10.59
1271347200,10.72
1271433600,10.3
1271520000,10.33
1271606400,10.53
1271692800,10.47
1271952000,10.53
1272038400,10.45
1272124800,10.75
1272211200,10.81
1272556800,10.6
1272643200,8.96
1272729600,10.36
1272816000,10.28
1272902400,10.35
1273161600,10.18
1273248000,10.29
1273334400,10.04
1273420800,10.03
1273507200,10.14
1273593600,8.56
1273852800,10.72
1273939200,10.3
1274025600,10.33
1274112000,8.65
1274198400,10.47
1274457600,10.53
1274544000,10.45
1274630400,10.75
1274716800,10.81
1275062400,10.6
1275148800,10.36
1275235200,10.36
1275321600,10.28
1275408000,10.35
1275667200,10.18
1275753600,10.29
1275840000,10.04
1275926400,10.03
1276012800,10.14
1276099200,10.59
1276358400,10.72
1276444800,10.3
1276531200,10.33
1276617600,10.53
1276704000,10.47
1276963200,10.53
1277049600,7.56
1277136000,10.75
1277222400,10.81
1277568000,10.6
1277654400,10.36
1277740800,10.36
1277827200,10.28
1277913600,10.35
1278172800,10.18
1278259200,8.64
1278345600,10.04
1278432000,10.03
1278518400,10.14
1278604800,10.59
1278864000,10.72
1278950400,10.3
1279036800,10.33
1279123200,10.53
1279209600,5.67
1279468800,10.53
1279555200,10.45
1279641600,10.75
1279728000,10.81
1280073600,10.6
1280160000,10.36
1280246400,10.36
1280332800,10.28
1280419200,10.35
1280678400,10.18
1280764800,8.33
1280851200,10.04
1280937600,10.03
1281024000,10.14
1281110400,10.59
1281369600,10.72
1281456000,10.3
1281542400,10.33
1281628800,10.53
1281715200,10.47
1281974400,10.53
1282060800,10.45
1282147200,7.56
1282233600,10.81
1282579200,10.6
1282665600,10.36
1282752000,10.36
1282838400,10.28
1282924800,10.35
1283184000,10.18
1283270400,10.29
1283356800,10.04
1283443200,10.03
1283529600,10.14
1283616000,10.59
1283875200,10.72
1283961600,10.3
1284048000,10.33
1284134400,10.53
1284220800,10.47
1284480000,10.53
1284566400,10.45
1284652800,10.75
1284739200,10.81
1285084800,10.6
1285171200,10.36
1285257600,10.36
1285344000,10.28
1285430400,10.35
1285689600,10.18
1285776000,17.89
1285862400,10.04
1285948800,10.03
1286035200,10.14
